
Host: AS-Laptop

Timers On : Sun Nov 12 11:05:16 2023
Timers Off: Sun Nov 12 11:07:19 2023

Wall Time:      123.33 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.639w    160 calls
| DFH: AO Construction              :      0.000u      0.000s      0.765w     80 calls
| DFH: AO-Met. Contraction          :      0.000u      0.000s      0.172w     80 calls
HF: Form core H                     :      0.000u      0.000s      2.525w     80 calls
HF: Form S/X                        :      0.000u      0.000s      0.126w     80 calls
HF: Guess                           :      0.000u      0.000s     16.009w     80 calls
| SAD Guess                         :      0.000u      0.000s     15.652w     80 calls
HF: Form G                          :      0.000u      0.000s      0.663w    703 calls
| JK: D                             :      0.000u      0.000s      0.018w    703 calls
| JK: USO2AO                        :      0.000u      0.000s      0.083w    703 calls
| JK: JK                            :      0.000u      0.000s      0.482w    703 calls
| | DFH: compute_JK()               :      0.000u      0.000s      0.476w    703 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w    703 calls
| | | DFH: compute_J                :      0.000u      0.000s      0.103w    703 calls
| | | DFH: compute_K                :      0.000u      0.000s      0.334w    703 calls
| JK: AO2USO                        :      0.000u      0.000s      0.037w    703 calls
HF: Form F                          :      0.000u      0.000s      0.023w    703 calls
HF: Form D                          :      0.000u      0.000s      0.015w    703 calls
HF: DIIS                            :      0.000u      0.000s     13.991w    623 calls
HF: Form C                          :      0.000u      0.000s      1.228w    623 calls

**************************************************************************************

Host: AS-Laptop

Timers On : Mon Nov 13 13:31:19 2023
Timers Off: Mon Nov 13 13:33:54 2023

Wall Time:      154.48 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************

Host: AS-Laptop

Timers On : Mon Nov 13 13:31:19 2023
Timers Off: Mon Nov 13 13:33:55 2023

Wall Time:      155.05 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************

Host: AS-Laptop

Timers On : Mon Nov 13 13:31:25 2023
Timers Off: Mon Nov 13 13:33:55 2023

Wall Time:      149.58 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      0.000u      0.000s      1.342w     80 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      1.461w    240 calls
DFH: initialize()                   :      0.000u      0.000s      7.026w     80 calls
DFH: AO Construction                :      0.000u      0.000s      0.850w     80 calls
DFH: AO-Met. Contraction            :      0.000u      0.000s      0.227w     80 calls
HF: Form core H                     :      0.000u      0.000s      2.614w     80 calls
HF: Form S/X                        :      0.000u      0.000s      0.146w     80 calls
HF: Guess                           :      0.000u      0.000s     15.356w     80 calls
SAD Guess                           :      0.000u      0.000s     14.923w     80 calls
HF: Form G                          :      0.000u      0.000s      0.898w    703 calls
JK: D                               :      0.000u      0.000s      0.022w    703 calls
JK: USO2AO                          :      0.000u      0.000s      0.141w    703 calls
JK: JK                              :      0.000u      0.000s      0.668w    703 calls
DFH: compute_JK()                   :      0.000u      0.000s      0.627w    703 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.001w    703 calls
DFH: compute_J                      :      0.000u      0.000s      0.173w    703 calls
DFH: compute_K                      :      0.000u      0.000s      0.337w    703 calls
JK: AO2USO                          :      0.000u      0.000s      0.029w    703 calls
HF: Form F                          :      0.000u      0.000s      0.044w    703 calls
HF: Form D                          :      0.000u      0.000s      0.021w    703 calls
HF: DIIS                            :      0.000u      0.000s     14.593w    623 calls
HF: Form C                          :      0.000u      0.000s      0.996w    623 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      0.000u      0.000s      1.342w     80 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.863w     80 calls
DFH: initialize()                   :      0.000u      0.000s      7.026w     80 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.597w    160 calls
| DFH: AO Construction              :      0.000u      0.000s      0.850w     80 calls
| DFH: AO-Met. Contraction          :      0.000u      0.000s      0.227w     80 calls
HF: Form core H                     :      0.000u      0.000s      2.614w     80 calls
HF: Form S/X                        :      0.000u      0.000s      0.146w     80 calls
HF: Guess                           :      0.000u      0.000s     15.356w     80 calls
| SAD Guess                         :      0.000u      0.000s     14.923w     80 calls
HF: Form G                          :      0.000u      0.000s      0.898w    703 calls
| JK: D                             :      0.000u      0.000s      0.022w    703 calls
| JK: USO2AO                        :      0.000u      0.000s      0.141w    703 calls
| JK: JK                            :      0.000u      0.000s      0.668w    703 calls
| | DFH: compute_JK()               :      0.000u      0.000s      0.627w    703 calls
